,object,split,label,image,mask,category
39,bottle,test,normal,bottle/test/good/0040.jpg,,good
40,bottle,test,normal,bottle/test/good/0041.jpg,,good
41,bottle,test,normal,bottle/test/good/0042.jpg,,good
42,bottle,test,normal,bottle/test/good/0043.jpg,,good
43,bottle,test,normal,bottle/test/good/0044.jpg,,good
44,bottle,test,normal,bottle/test/good/0045.jpg,,good
45,bottle,test,normal,bottle/test/good/0046.jpg,,good
46,bottle,test,normal,bottle/test/good/0047.jpg,,good
47,bottle,test,normal,bottle/test/good/0048.jpg,,good
48,bottle,test,normal,bottle/test/good/0049.jpg,,good
49,bottle,test,normal,bottle/test/good/0050.jpg,,good
50,bottle,test,normal,bottle/test/good/0051.jpg,,good
51,bottle,test,normal,bottle/test/good/0052.jpg,,good
52,bottle,test,normal,bottle/test/good/0053.jpg,,good
53,bottle,test,normal,bottle/test/good/0054.jpg,,good
54,bottle,test,normal,bottle/test/good/0055.jpg,,good
55,bottle,test,normal,bottle/test/good/0056.jpg,,good
56,bottle,test,normal,bottle/test/good/0057.jpg,,good
57,bottle,test,normal,bottle/test/good/0058.jpg,,good
58,bottle,test,normal,bottle/test/good/0059.jpg,,good
59,bottle,test,normal,bottle/test/good/0060.jpg,,good
60,bottle,test,normal,bottle/test/good/0061.jpg,,good
61,bottle,test,normal,bottle/test/good/0062.jpg,,good
62,bottle,test,normal,bottle/test/good/0063.jpg,,good
63,bottle,test,normal,bottle/test/good/0064.jpg,,good
64,bottle,test,normal,bottle/test/good/0065.jpg,,good
65,bottle,test,normal,bottle/test/good/0066.jpg,,good
66,bottle,test,normal,bottle/test/good/0067.jpg,,good
67,bottle,test,normal,bottle/test/good/0068.jpg,,good
68,bottle,test,normal,bottle/test/good/0069.jpg,,good
69,bottle,test,normal,bottle/test/good/0070.jpg,,good
70,bottle,test,normal,bottle/test/good/0071.jpg,,good
71,bottle,test,normal,bottle/test/good/0072.jpg,,good
72,bottle,test,normal,bottle/test/good/0073.jpg,,good
73,bottle,test,normal,bottle/test/good/0074.jpg,,good
74,bottle,test,normal,bottle/test/good/0075.jpg,,good
75,bottle,test,normal,bottle/test/good/0076.jpg,,good
76,bottle,test,normal,bottle/test/good/0077.jpg,,good
77,bottle,test,normal,bottle/test/good/0078.jpg,,good
78,bottle,test,normal,bottle/test/good/0079.jpg,,good
79,bottle,test,normal,bottle/test/good/0080.jpg,,good
80,bottle,test,normal,bottle/test/good/0081.jpg,,good
81,bottle,test,normal,bottle/test/good/0082.jpg,,good
82,bottle,test,normal,bottle/test/good/0083.jpg,,good
83,bottle,test,normal,bottle/test/good/0084.jpg,,good
84,bottle,test,normal,bottle/test/good/0085.jpg,,good
85,bottle,test,normal,bottle/test/good/0086.jpg,,good
86,bottle,test,normal,bottle/test/good/0087.jpg,,good
87,bottle,test,normal,bottle/test/good/0088.jpg,,good
88,bottle,test,normal,bottle/test/good/0089.jpg,,good
89,bottle,test,normal,bottle/test/good/0090.jpg,,good
90,bottle,test,normal,bottle/test/good/0091.jpg,,good
91,bottle,test,normal,bottle/test/good/0092.jpg,,good
92,bottle,test,normal,bottle/test/good/0093.jpg,,good
93,bottle,test,normal,bottle/test/good/0094.jpg,,good
94,bottle,test,normal,bottle/test/good/0095.jpg,,good
95,bottle,test,normal,bottle/test/good/0096.jpg,,good
96,bottle,test,normal,bottle/test/good/0097.jpg,,good
97,bottle,test,normal,bottle/test/good/0098.jpg,,good
98,bottle,test,normal,bottle/test/good/0099.jpg,,good
99,bottle,test,normal,bottle/test/good/0100.jpg,,good
100,bottle,test,normal,bottle/test/good/0101.jpg,,good
101,bottle,test,normal,bottle/test/good/0102.jpg,,good
102,bottle,test,normal,bottle/test/good/0103.jpg,,good
103,bottle,test,normal,bottle/test/good/0104.jpg,,good
104,bottle,test,normal,bottle/test/good/0105.jpg,,good
105,bottle,test,normal,bottle/test/good/0106.jpg,,good
106,bottle,test,normal,bottle/test/good/0107.jpg,,good
107,bottle,test,normal,bottle/test/good/0108.jpg,,good
108,bottle,test,normal,bottle/test/good/0109.jpg,,good
109,bottle,test,normal,bottle/test/good/0110.jpg,,good
110,bottle,test,normal,bottle/test/good/0111.jpg,,good
111,bottle,test,normal,bottle/test/good/0112.jpg,,good
112,bottle,test,normal,bottle/test/good/0113.jpg,,good
113,bottle,test,normal,bottle/test/good/0114.jpg,,good
114,bottle,test,normal,bottle/test/good/0115.jpg,,good
115,bottle,test,normal,bottle/test/good/0116.jpg,,good
116,bottle,test,normal,bottle/test/good/0117.jpg,,good
117,bottle,test,normal,bottle/test/good/0118.jpg,,good
118,bottle,test,normal,bottle/test/good/0119.jpg,,good
119,bottle,test,normal,bottle/test/good/0120.jpg,,good
120,bottle,test,normal,bottle/test/good/0121.jpg,,good
121,bottle,test,normal,bottle/test/good/0122.jpg,,good
122,bottle,test,normal,bottle/test/good/0123.jpg,,good
123,bottle,test,normal,bottle/test/good/0124.jpg,,good
124,bottle,test,normal,bottle/test/good/0125.jpg,,good
125,bottle,test,normal,bottle/test/good/0126.jpg,,good
126,bottle,test,normal,bottle/test/good/0127.jpg,,good
127,bottle,test,normal,bottle/test/good/0128.jpg,,good
128,bottle,test,normal,bottle/test/good/0129.jpg,,good
129,bottle,test,normal,bottle/test/good/0130.jpg,,good
130,bottle,test,normal,bottle/test/good/0131.jpg,,good
131,bottle,test,normal,bottle/test/good/0132.jpg,,good
132,bottle,test,normal,bottle/test/good/0133.jpg,,good
133,bottle,test,normal,bottle/test/good/0134.jpg,,good
134,bottle,test,normal,bottle/test/good/0135.jpg,,good
135,bottle,test,normal,bottle/test/good/0136.jpg,,good
136,bottle,test,normal,bottle/test/good/0137.jpg,,good
137,bottle,test,normal,bottle/test/good/0138.jpg,,good
138,bottle,test,normal,bottle/test/good/0139.jpg,,good
139,bottle,test,normal,bottle/test/good/0140.jpg,,good
140,bottle,test,normal,bottle/test/good/0141.jpg,,good
141,bottle,test,normal,bottle/test/good/0142.jpg,,good
142,bottle,test,normal,bottle/test/good/0143.jpg,,good
143,bottle,test,normal,bottle/test/good/0144.jpg,,good
144,bottle,test,normal,bottle/test/good/0145.jpg,,good
145,bottle,test,normal,bottle/test/good/0146.jpg,,good
146,bottle,test,normal,bottle/test/good/0147.jpg,,good
147,bottle,test,normal,bottle/test/good/0148.jpg,,good
148,bottle,test,normal,bottle/test/good/0149.jpg,,good
149,bottle,test,normal,bottle/test/good/0150.jpg,,good
150,bottle,test,normal,bottle/test/good/0151.jpg,,good
151,bottle,test,normal,bottle/test/good/0152.jpg,,good
152,bottle,test,normal,bottle/test/good/0153.jpg,,good
153,bottle,test,normal,bottle/test/good/0154.jpg,,good
154,bottle,test,normal,bottle/test/good/0155.jpg,,good
155,bottle,test,normal,bottle/test/good/0156.jpg,,good
156,bottle,test,normal,bottle/test/good/0157.jpg,,good
157,bottle,test,normal,bottle/test/good/0158.jpg,,good
158,bottle,test,normal,bottle/test/good/0159.jpg,,good
159,bottle,test,normal,bottle/test/good/0160.jpg,,good
160,bottle,test,normal,bottle/test/good/0161.jpg,,good
161,bottle,test,normal,bottle/test/good/0162.jpg,,good
162,bottle,test,normal,bottle/test/good/0163.jpg,,good
163,bottle,test,normal,bottle/test/good/0164.jpg,,good
164,bottle,test,normal,bottle/test/good/0165.jpg,,good
165,bottle,test,normal,bottle/test/good/0166.jpg,,good
166,bottle,test,normal,bottle/test/good/0167.jpg,,good
167,bottle,test,normal,bottle/test/good/0168.jpg,,good
168,bottle,test,normal,bottle/test/good/0169.jpg,,good
169,bottle,test,normal,bottle/test/good/0170.jpg,,good
170,bottle,test,normal,bottle/test/good/0171.jpg,,good
171,bottle,test,normal,bottle/test/good/0172.jpg,,good
172,bottle,test,normal,bottle/test/good/0173.jpg,,good
173,bottle,test,normal,bottle/test/good/0174.jpg,,good
174,bottle,test,normal,bottle/test/good/0175.jpg,,good
175,bottle,test,normal,bottle/test/good/0176.jpg,,good
176,bottle,test,normal,bottle/test/good/0177.jpg,,good
177,bottle,test,normal,bottle/test/good/0178.jpg,,good
178,bottle,test,normal,bottle/test/good/0179.jpg,,good
179,bottle,test,normal,bottle/test/good/0180.jpg,,good
180,bottle,test,normal,bottle/test/good/0181.jpg,,good
181,bottle,test,normal,bottle/test/good/0182.jpg,,good
182,bottle,test,normal,bottle/test/good/0183.jpg,,good
183,bottle,test,normal,bottle/test/good/0184.jpg,,good
184,bottle,test,normal,bottle/test/good/0185.jpg,,good
185,bottle,test,normal,bottle/test/good/0186.jpg,,good
186,bottle,test,normal,bottle/test/good/0187.jpg,,good
187,bottle,test,normal,bottle/test/good/0188.jpg,,good
188,bottle,test,normal,bottle/test/good/0189.jpg,,good
189,bottle,test,normal,bottle/test/good/0190.jpg,,good
190,bottle,test,normal,bottle/test/good/0191.jpg,,good
191,bottle,test,normal,bottle/test/good/0192.jpg,,good
192,bottle,test,normal,bottle/test/good/0193.jpg,,good
193,bottle,test,normal,bottle/test/good/0194.jpg,,good
194,bottle,test,normal,bottle/test/good/0195.jpg,,good
195,bottle,test,normal,bottle/test/good/0196.jpg,,good
196,bottle,test,normal,bottle/test/good/0197.jpg,,good
197,bottle,test,normal,bottle/test/good/0198.jpg,,good
198,bottle,test,normal,bottle/test/good/0199.jpg,,good
199,bottle,test,normal,bottle/test/good/0200.jpg,,good
200,bottle,test,normal,bottle/test/good/0201.jpg,,good
201,bottle,test,normal,bottle/test/good/0202.jpg,,good
202,bottle,test,normal,bottle/test/good/0203.jpg,,good
203,bottle,test,normal,bottle/test/good/0204.jpg,,good
204,bottle,test,normal,bottle/test/good/0205.jpg,,good
205,bottle,test,normal,bottle/test/good/0206.jpg,,good
206,bottle,test,normal,bottle/test/good/0207.jpg,,good
207,bottle,test,normal,bottle/test/good/0208.jpg,,good
208,bottle,test,normal,bottle/test/good/0209.jpg,,good
209,bottle,test,normal,bottle/test/good/0210.jpg,,good
210,bottle,test,normal,bottle/test/good/0211.jpg,,good
211,bottle,test,normal,bottle/test/good/0212.jpg,,good
212,bottle,test,normal,bottle/test/good/0213.jpg,,good
213,bottle,test,normal,bottle/test/good/0214.jpg,,good
214,bottle,test,normal,bottle/test/good/0215.jpg,,good
215,bottle,test,normal,bottle/test/good/0216.jpg,,good
216,bottle,test,normal,bottle/test/good/0217.jpg,,good
217,bottle,test,normal,bottle/test/good/0218.jpg,,good
218,bottle,test,normal,bottle/test/good/0219.jpg,,good
219,bottle,test,normal,bottle/test/good/0220.jpg,,good
220,bottle,test,normal,bottle/test/good/0221.jpg,,good
221,bottle,test,normal,bottle/test/good/0222.jpg,,good
222,bottle,test,normal,bottle/test/good/0223.jpg,,good
223,bottle,test,normal,bottle/test/good/0224.jpg,,good
224,bottle,test,normal,bottle/test/good/0225.jpg,,good
225,bottle,test,normal,bottle/test/good/0226.jpg,,good
226,bottle,test,normal,bottle/test/good/0227.jpg,,good
227,bottle,test,normal,bottle/test/good/0228.jpg,,good
228,bottle,test,normal,bottle/test/good/0229.jpg,,good
229,bottle,test,normal,bottle/test/good/0230.jpg,,good
230,bottle,test,normal,bottle/test/good/0231.jpg,,good
231,bottle,test,normal,bottle/test/good/0232.jpg,,good
232,bottle,test,normal,bottle/test/good/0233.jpg,,good
233,bottle,test,normal,bottle/test/good/0234.jpg,,good
234,bottle,test,normal,bottle/test/good/0235.jpg,,good
235,bottle,test,normal,bottle/test/good/0236.jpg,,good
236,bottle,test,normal,bottle/test/good/0237.jpg,,good
237,bottle,test,normal,bottle/test/good/0238.jpg,,good
238,bottle,test,normal,bottle/test/good/0239.jpg,,good
239,bottle,test,normal,bottle/test/good/0240.jpg,,good
240,bottle,test,normal,bottle/test/good/0241.jpg,,good
241,bottle,test,normal,bottle/test/good/0242.jpg,,good
242,bottle,test,normal,bottle/test/good/0243.jpg,,good
243,bottle,test,normal,bottle/test/good/0244.jpg,,good
244,bottle,test,normal,bottle/test/good/0245.jpg,,good
245,bottle,test,normal,bottle/test/good/0246.jpg,,good
246,bottle,test,normal,bottle/test/good/0247.jpg,,good
247,bottle,test,normal,bottle/test/good/0248.jpg,,good
248,bottle,test,normal,bottle/test/good/0249.jpg,,good
249,bottle,test,normal,bottle/test/good/0250.jpg,,good
250,bottle,test,normal,bottle/test/good/0251.jpg,,good
251,bottle,test,normal,bottle/test/good/0252.jpg,,good
252,bottle,test,normal,bottle/test/good/0253.jpg,,good
253,bottle,test,normal,bottle/test/good/0254.jpg,,good
254,bottle,test,normal,bottle/test/good/0255.jpg,,good
255,bottle,test,normal,bottle/test/good/0256.jpg,,good
256,bottle,test,normal,bottle/test/good/0257.jpg,,good
257,bottle,test,normal,bottle/test/good/0258.jpg,,good
258,bottle,test,normal,bottle/test/good/0259.jpg,,good
259,bottle,test,normal,bottle/test/good/0260.jpg,,good
260,bottle,test,normal,bottle/test/good/0261.jpg,,good
261,bottle,test,normal,bottle/test/good/0262.jpg,,good
262,bottle,test,normal,bottle/test/good/0263.jpg,,good
263,bottle,test,normal,bottle/test/good/0264.jpg,,good
264,bottle,test,normal,bottle/test/good/0265.jpg,,good
265,bottle,test,normal,bottle/test/good/0266.jpg,,good
266,bottle,test,normal,bottle/test/good/0267.jpg,,good
267,bottle,test,normal,bottle/test/good/0268.jpg,,good
268,bottle,test,normal,bottle/test/good/0269.jpg,,good
269,bottle,test,normal,bottle/test/good/0270.jpg,,good
270,bottle,test,normal,bottle/test/good/0271.jpg,,good
271,bottle,test,normal,bottle/test/good/0272.jpg,,good
272,bottle,test,normal,bottle/test/good/0273.jpg,,good
273,bottle,test,normal,bottle/test/good/0274.jpg,,good
274,bottle,test,normal,bottle/test/good/0275.jpg,,good
275,bottle,test,normal,bottle/test/good/0276.jpg,,good
276,bottle,test,normal,bottle/test/good/0277.jpg,,good
277,bottle,test,normal,bottle/test/good/0278.jpg,,good
278,bottle,test,normal,bottle/test/good/0279.jpg,,good
279,bottle,test,normal,bottle/test/good/0280.jpg,,good
280,bottle,test,normal,bottle/test/good/0281.jpg,,good
281,bottle,test,normal,bottle/test/good/0282.jpg,,good
282,bottle,test,normal,bottle/test/good/0283.jpg,,good
283,bottle,test,normal,bottle/test/good/0284.jpg,,good
284,bottle,test,normal,bottle/test/good/0285.jpg,,good
285,bottle,test,normal,bottle/test/good/0286.jpg,,good
286,bottle,test,normal,bottle/test/good/0287.jpg,,good
287,bottle,test,normal,bottle/test/good/0288.jpg,,good
288,bottle,test,normal,bottle/test/good/0289.jpg,,good
289,bottle,test,normal,bottle/test/good/0290.jpg,,good
290,bottle,test,normal,bottle/test/good/0291.jpg,,good
291,bottle,test,normal,bottle/test/good/0292.jpg,,good
292,bottle,test,normal,bottle/test/good/0293.jpg,,good
293,bottle,test,normal,bottle/test/good/0294.jpg,,good
294,bottle,test,normal,bottle/test/good/0295.jpg,,good
295,bottle,test,normal,bottle/test/good/0296.jpg,,good
296,bottle,test,normal,bottle/test/good/0297.jpg,,good
297,bottle,test,normal,bottle/test/good/0298.jpg,,good
298,bottle,test,normal,bottle/test/good/0299.jpg,,good
299,bottle,test,normal,bottle/test/good/0300.jpg,,good
300,bottle,test,normal,bottle/test/good/0301.jpg,,good
301,bottle,test,normal,bottle/test/good/0302.jpg,,good
302,bottle,test,normal,bottle/test/good/0303.jpg,,good
303,bottle,test,normal,bottle/test/good/0304.jpg,,good
304,bottle,test,normal,bottle/test/good/0305.jpg,,good
305,bottle,test,normal,bottle/test/good/0306.jpg,,good
306,bottle,test,normal,bottle/test/good/0307.jpg,,good
307,bottle,test,normal,bottle/test/good/0308.jpg,,good
308,bottle,test,normal,bottle/test/good/0309.jpg,,good
309,bottle,test,normal,bottle/test/good/0310.jpg,,good
310,bottle,test,normal,bottle/test/good/0311.jpg,,good
311,bottle,test,normal,bottle/test/good/0312.jpg,,good
312,bottle,test,normal,bottle/test/good/0313.jpg,,good
313,bottle,test,normal,bottle/test/good/0314.jpg,,good
314,bottle,test,normal,bottle/test/good/0315.jpg,,good
315,bottle,test,normal,bottle/test/good/0316.jpg,,good
316,bottle,test,normal,bottle/test/good/0317.jpg,,good
317,bottle,test,normal,bottle/test/good/0318.jpg,,good
318,bottle,test,normal,bottle/test/good/0319.jpg,,good
319,bottle,test,normal,bottle/test/good/0320.jpg,,good
320,bottle,test,normal,bottle/test/good/0321.jpg,,good
321,bottle,test,normal,bottle/test/good/0322.jpg,,good
322,bottle,test,normal,bottle/test/good/0323.jpg,,good
323,bottle,test,normal,bottle/test/good/0324.jpg,,good
324,bottle,test,normal,bottle/test/good/0325.jpg,,good
325,bottle,test,normal,bottle/test/good/0326.jpg,,good
326,bottle,test,normal,bottle/test/good/0327.jpg,,good
327,bottle,test,normal,bottle/test/good/0328.jpg,,good
328,bottle,test,normal,bottle/test/good/0329.jpg,,good
329,bottle,test,normal,bottle/test/good/0330.jpg,,good
330,bottle,test,normal,bottle/test/good/0331.jpg,,good
331,bottle,test,normal,bottle/test/good/0332.jpg,,good
332,bottle,test,normal,bottle/test/good/0333.jpg,,good
333,bottle,test,normal,bottle/test/good/0334.jpg,,good
334,bottle,test,normal,bottle/test/good/0335.jpg,,good
335,bottle,test,normal,bottle/test/good/0336.jpg,,good
336,bottle,test,normal,bottle/test/good/0337.jpg,,good
337,bottle,test,normal,bottle/test/good/0338.jpg,,good
338,bottle,test,normal,bottle/test/good/0339.jpg,,good
339,bottle,test,normal,bottle/test/good/0340.jpg,,good
340,bottle,test,normal,bottle/test/good/0341.jpg,,good
341,bottle,test,normal,bottle/test/good/0342.jpg,,good
342,bottle,test,normal,bottle/test/good/0343.jpg,,good
343,bottle,test,normal,bottle/test/good/0344.jpg,,good
344,bottle,test,normal,bottle/test/good/0345.jpg,,good
345,bottle,test,normal,bottle/test/good/0346.jpg,,good
346,bottle,test,normal,bottle/test/good/0347.jpg,,good
347,bottle,test,normal,bottle/test/good/0348.jpg,,good
348,bottle,test,normal,bottle/test/good/0349.jpg,,good
349,bottle,test,normal,bottle/test/good/0350.jpg,,good
350,bottle,test,normal,bottle/test/good/0351.jpg,,good
351,bottle,test,normal,bottle/test/good/0352.jpg,,good
352,bottle,test,normal,bottle/test/good/0353.jpg,,good
353,bottle,test,normal,bottle/test/good/0354.jpg,,good
354,bottle,test,normal,bottle/test/good/0355.jpg,,good
355,bottle,test,normal,bottle/test/good/0356.jpg,,good
356,bottle,test,normal,bottle/test/good/0357.jpg,,good
357,bottle,test,normal,bottle/test/good/0358.jpg,,good
358,bottle,test,normal,bottle/test/good/0359.jpg,,good
359,bottle,test,normal,bottle/test/good/0360.jpg,,good
360,bottle,test,normal,bottle/test/good/0361.jpg,,good
361,bottle,test,normal,bottle/test/good/0362.jpg,,good
362,bottle,test,normal,bottle/test/good/0363.jpg,,good
363,bottle,test,normal,bottle/test/good/0364.jpg,,good
364,bottle,test,normal,bottle/test/good/0365.jpg,,good
365,bottle,test,normal,bottle/test/good/0366.jpg,,good
366,bottle,test,normal,bottle/test/good/0367.jpg,,good
367,bottle,test,normal,bottle/test/good/0368.jpg,,good
368,bottle,test,normal,bottle/test/good/0369.jpg,,good
369,bottle,test,normal,bottle/test/good/0370.jpg,,good
370,bottle,test,normal,bottle/test/good/0371.jpg,,good
371,bottle,test,normal,bottle/test/good/0372.jpg,,good
372,bottle,test,normal,bottle/test/good/0373.jpg,,good
373,bottle,test,normal,bottle/test/good/0374.jpg,,good
374,bottle,test,normal,bottle/test/good/0375.jpg,,good
375,bottle,test,normal,bottle/test/good/0376.jpg,,good
376,bottle,test,normal,bottle/test/good/0377.jpg,,good
377,bottle,test,normal,bottle/test/good/0378.jpg,,good
378,bottle,test,normal,bottle/test/good/0379.jpg,,good
379,bottle,test,normal,bottle/test/good/0380.jpg,,good
380,bottle,test,normal,bottle/test/good/0381.jpg,,good
381,bottle,test,normal,bottle/test/good/0382.jpg,,good
382,bottle,test,normal,bottle/test/good/0383.jpg,,good
383,bottle,test,normal,bottle/test/good/0384.jpg,,good
384,bottle,test,normal,bottle/test/good/0385.jpg,,good
385,bottle,test,normal,bottle/test/good/0386.jpg,,good
386,bottle,test,normal,bottle/test/good/0387.jpg,,good
387,bottle,test,normal,bottle/test/good/0388.jpg,,good
388,bottle,test,normal,bottle/test/good/0389.jpg,,good
389,bottle,test,normal,bottle/test/good/0390.jpg,,good
390,bottle,test,normal,bottle/test/good/0391.jpg,,good
391,bottle,test,normal,bottle/test/good/0392.jpg,,good
392,bottle,test,normal,bottle/test/good/0393.jpg,,good
393,bottle,test,normal,bottle/test/good/0394.jpg,,good
394,bottle,test,normal,bottle/test/good/0395.jpg,,good
395,bottle,test,normal,bottle/test/good/0396.jpg,,good
396,bottle,test,normal,bottle/test/good/0397.jpg,,good
397,bottle,test,normal,bottle/test/good/0398.jpg,,good
398,bottle,test,normal,bottle/test/good/0399.jpg,,good
399,bottle,test,normal,bottle/test/good/0400.jpg,,good
400,bottle,test,normal,bottle/test/good/0401.jpg,,good
401,bottle,test,normal,bottle/test/good/0402.jpg,,good
402,bottle,test,normal,bottle/test/good/0403.jpg,,good
403,bottle,test,normal,bottle/test/good/0404.jpg,,good
404,bottle,test,normal,bottle/test/good/0405.jpg,,good
405,bottle,test,normal,bottle/test/good/0406.jpg,,good
406,bottle,test,normal,bottle/test/good/0407.jpg,,good
407,bottle,test,normal,bottle/test/good/0408.jpg,,good
408,bottle,test,normal,bottle/test/good/0409.jpg,,good
409,bottle,test,normal,bottle/test/good/0410.jpg,,good
410,bottle,test,normal,bottle/test/good/0411.jpg,,good
411,bottle,test,normal,bottle/test/good/0412.jpg,,good
412,bottle,test,normal,bottle/test/good/0413.jpg,,good
413,bottle,test,normal,bottle/test/good/0414.jpg,,good
414,bottle,test,normal,bottle/test/good/0415.jpg,,good
415,bottle,test,normal,bottle/test/good/0416.jpg,,good
416,bottle,test,normal,bottle/test/good/0417.jpg,,good
417,bottle,test,normal,bottle/test/good/0418.jpg,,good
418,bottle,test,normal,bottle/test/good/0419.jpg,,good
419,bottle,test,normal,bottle/test/good/0420.jpg,,good
420,bottle,test,normal,bottle/test/good/0421.jpg,,good
421,bottle,test,normal,bottle/test/good/0422.jpg,,good
422,bottle,test,normal,bottle/test/good/0423.jpg,,good
423,bottle,test,normal,bottle/test/good/0424.jpg,,good
424,bottle,test,normal,bottle/test/good/0425.jpg,,good
425,bottle,test,normal,bottle/test/good/0426.jpg,,good
426,bottle,test,normal,bottle/test/good/0427.jpg,,good
427,bottle,test,normal,bottle/test/good/0428.jpg,,good
428,bottle,test,normal,bottle/test/good/0429.jpg,,good
429,bottle,test,normal,bottle/test/good/0430.jpg,,good
430,bottle,test,normal,bottle/test/good/0431.jpg,,good
431,bottle,test,normal,bottle/test/good/0432.jpg,,good
432,bottle,test,normal,bottle/test/good/0433.jpg,,good
433,bottle,test,normal,bottle/test/good/0434.jpg,,good
434,bottle,test,normal,bottle/test/good/0435.jpg,,good
435,bottle,test,normal,bottle/test/good/0436.jpg,,good
436,bottle,test,normal,bottle/test/good/0437.jpg,,good
437,bottle,test,normal,bottle/test/good/0438.jpg,,good
438,bottle,test,normal,bottle/test/good/0439.jpg,,good
439,bottle,test,normal,bottle/test/good/0440.jpg,,good
440,bottle,test,normal,bottle/test/good/0441.jpg,,good
441,bottle,test,normal,bottle/test/good/0442.jpg,,good
442,bottle,test,normal,bottle/test/good/0443.jpg,,good
443,bottle,test,normal,bottle/test/good/0444.jpg,,good
444,bottle,test,normal,bottle/test/good/0445.jpg,,good
445,bottle,test,normal,bottle/test/good/0446.jpg,,good
446,bottle,test,normal,bottle/test/good/0447.jpg,,good
447,bottle,test,normal,bottle/test/good/0448.jpg,,good
448,bottle,test,normal,bottle/test/good/0449.jpg,,good
449,bottle,test,normal,bottle/test/good/0450.jpg,,good
450,bottle,test,normal,bottle/test/good/0451.jpg,,good
451,bottle,test,normal,bottle/test/good/0452.jpg,,good
452,bottle,test,normal,bottle/test/good/0453.jpg,,good
453,bottle,test,normal,bottle/test/good/0454.jpg,,good
454,bottle,test,normal,bottle/test/good/0455.jpg,,good
455,bottle,test,normal,bottle/test/good/0456.jpg,,good
456,bottle,test,normal,bottle/test/good/0457.jpg,,good
457,bottle,test,normal,bottle/test/good/0458.jpg,,good
458,bottle,test,normal,bottle/test/good/0459.jpg,,good
459,bottle,test,normal,bottle/test/good/0460.jpg,,good
460,bottle,test,normal,bottle/test/good/0461.jpg,,good
461,bottle,test,normal,bottle/test/good/0462.jpg,,good
462,bottle,test,normal,bottle/test/good/0463.jpg,,good
463,bottle,test,normal,bottle/test/good/0464.jpg,,good
464,bottle,test,normal,bottle/test/good/0465.jpg,,good
465,bottle,test,normal,bottle/test/good/0466.jpg,,good
466,bottle,test,normal,bottle/test/good/0467.jpg,,good
467,bottle,test,normal,bottle/test/good/0468.jpg,,good
468,bottle,test,normal,bottle/test/good/0469.jpg,,good
469,bottle,test,normal,bottle/test/good/0470.jpg,,good
470,bottle,test,normal,bottle/test/good/0471.jpg,,good
471,bottle,test,normal,bottle/test/good/0472.jpg,,good
472,bottle,test,normal,bottle/test/good/0473.jpg,,good
473,bottle,test,normal,bottle/test/good/0474.jpg,,good
474,bottle,test,normal,bottle/test/good/0475.jpg,,good
475,bottle,test,normal,bottle/test/good/0476.jpg,,good
476,bottle,test,normal,bottle/test/good/0477.jpg,,good
477,bottle,test,normal,bottle/test/good/0478.jpg,,good
478,bottle,test,normal,bottle/test/good/0479.jpg,,good
479,bottle,test,normal,bottle/test/good/0480.jpg,,good
480,bottle,test,normal,bottle/test/good/0481.jpg,,good
