,object,split,label,image,mask,category
125,carpet,test,normal,carpet/test/good/Image_20251004174010687.png,,good
126,carpet,test,normal,carpet/test/good/Image_20251004174020575.png,,good
127,carpet,test,normal,carpet/test/good/Image_20251004174318321.png,,good
128,carpet,test,normal,carpet/test/good/Image_20251004173910848.png,,good
129,carpet,test,normal,carpet/test/good/Image_20251008135907478.png,,good
130,carpet,test,normal,carpet/test/good/Image_20251005161001384.png,,good
131,carpet,test,normal,carpet/test/good/Image_20251008135914681.png,,good
132,carpet,test,normal,carpet/test/good/Image_20251004174635135.png,,good
133,carpet,test,normal,carpet/test/good/Image_20251008154608667.png,,good
134,carpet,test,normal,carpet/test/good/Image_20251004174325857.png,,good
135,carpet,test,normal,carpet/test/good/Image_20251007154159912.png,,good
136,carpet,test,normal,carpet/test/good/Image_20251007154942988.png,,good
137,carpet,test,normal,carpet/test/good/Image_20251008154219647.png,,good
138,carpet,test,normal,carpet/test/good/Image_20251007155036612.png,,good
139,carpet,test,normal,carpet/test/good/Image_20251008154615867.png,,good
140,carpet,test,normal,carpet/test/good/Image_20251005161315989.png,,good
141,carpet,test,normal,carpet/test/good/Image_20251005161330390.png,,good
142,carpet,test,normal,carpet/test/good/Image_20251008140403145.png,,good
143,carpet,test,normal,carpet/test/good/Image_20251008140532046.png,,good
144,carpet,test,normal,carpet/test/good/Image_20251008154201837.png,,good
145,carpet,test,normal,carpet/test/good/Image_20251005160930613.png,,good
146,carpet,test,normal,carpet/test/good/Image_20251005160659523.png,,good
147,carpet,test,normal,carpet/test/good/Image_20251005160708672.png,,good
148,carpet,test,normal,carpet/test/good/Image_20251007154128847.png,,good
149,carpet,test,normal,carpet/test/good/Image_20251008154339915.png,,good
150,carpet,test,normal,carpet/test/good/Image_20251008154546268.png,,good
151,carpet,test,normal,carpet/test/good/Image_20251004173853235.png,,good
152,carpet,test,normal,carpet/test/good/Image_20251008140219129.png,,good
153,carpet,test,normal,carpet/test/good/Image_20251008154502721.png,,good
154,carpet,test,normal,carpet/test/good/Image_20251004174809286.png,,good
155,carpet,test,normal,carpet/test/good/Image_20251004173450590.png,,good
156,carpet,test,normal,carpet/test/good/Image_20251007154635523.png,,good
157,carpet,test,normal,carpet/test/good/Image_20251004173220786.png,,good
158,carpet,test,normal,carpet/test/good/Image_20251005160420579.png,,good
159,carpet,test,normal,carpet/test/good/Image_20251004174229228.png,,good
160,carpet,test,normal,carpet/test/good/Image_20251007154046967.png,,good
161,carpet,test,normal,carpet/test/good/Image_20251005160506618.png,,good
162,carpet,test,normal,carpet/test/good/Image_20251007155027165.png,,good
163,carpet,test,normal,carpet/test/good/Image_20251005161152726.png,,good
164,carpet,test,normal,carpet/test/good/Image_20251008140604897.png,,good
165,carpet,test,normal,carpet/test/good/Image_20251007154451549.png,,good
166,carpet,test,normal,carpet/test/good/Image_20251005160920309.png,,good
167,carpet,test,normal,carpet/test/good/Image_20251008135929542.png,,good
168,carpet,test,normal,carpet/test/good/Image_20251005161237874.png,,good
169,carpet,test,normal,carpet/test/good/Image_20251008140448498.png,,good
170,carpet,test,normal,carpet/test/good/Image_20251007153930350.png,,good
171,carpet,test,normal,carpet/test/good/Image_20251007154022316.png,,good
172,carpet,test,normal,carpet/test/good/Image_20251008140253112.png,,good
173,carpet,test,normal,carpet/test/good/Image_20251008140010578.png,,good
174,carpet,test,normal,carpet/test/good/Image_20251007155005329.png,,good
175,carpet,test,normal,carpet/test/good/Image_20251008140053918.png,,good
176,carpet,test,normal,carpet/test/good/Image_20251007154437877.png,,good
177,carpet,test,normal,carpet/test/good/Image_20251008140114830.png,,good
178,carpet,test,normal,carpet/test/good/Image_20251005161503720.png,,good
179,carpet,test,normal,carpet/test/good/Image_20251008135944211.png,,good
180,carpet,test,normal,carpet/test/good/Image_20251008154227895.png,,good
181,carpet,test,normal,carpet/test/good/Image_20251005161439550.png,,good
182,carpet,test,normal,carpet/test/good/Image_20251008140101081.png,,good
183,carpet,test,normal,carpet/test/good/Image_20251007154614451.png,,good
184,carpet,test,normal,carpet/test/good/Image_20251005161323375.png,,good
185,carpet,test,normal,carpet/test/good/Image_20251004174133545.png,,good
186,carpet,test,normal,carpet/test/good/Image_20251005161258933.png,,good
187,carpet,test,normal,carpet/test/good/Image_20251008135823815.png,,good
188,carpet,test,normal,carpet/test/good/Image_20251004174343495.png,,good
189,carpet,test,normal,carpet/test/good/Image_20251008140614121.png,,good
190,carpet,test,normal,carpet/test/good/Image_20251005161346643.png,,good
191,carpet,test,normal,carpet/test/good/Image_20251005161038207.png,,good
192,carpet,test,normal,carpet/test/good/Image_20251005160854155.png,,good
193,carpet,test,normal,carpet/test/good/Image_20251008135457119.png,,good
194,carpet,test,normal,carpet/test/good/Image_20251007154852385.png,,good
195,carpet,test,normal,carpet/test/good/Image_20251005160459343.png,,good
196,carpet,test,normal,carpet/test/good/Image_20251004174856059.png,,good
197,carpet,test,normal,carpet/test/good/Image_20251004173646325.png,,good
198,carpet,test,normal,carpet/test/good/Image_20251005160450622.png,,good
199,carpet,test,normal,carpet/test/good/Image_20251008135922732.png,,good
200,carpet,test,normal,carpet/test/good/Image_20251004174153077.png,,good
201,carpet,test,normal,carpet/test/good/Image_20251005161250509.png,,good
202,carpet,test,normal,carpet/test/good/Image_20251007154622148.png,,good
203,carpet,test,normal,carpet/test/good/Image_20251007154136947.png,,good
204,carpet,test,normal,carpet/test/good/Image_20251008154427761.png,,good
205,carpet,test,normal,carpet/test/good/Image_20251007154238870.png,,good
206,carpet,test,normal,carpet/test/good/Image_20251007154950457.png,,good
207,carpet,test,normal,carpet/test/good/Image_20251005160624809.png,,good
208,carpet,test,normal,carpet/test/good/Image_20251007154708707.png,,good
209,carpet,test,normal,carpet/test/good/Image_20251007154057021.png,,good
210,carpet,test,normal,carpet/test/good/Image_20251008154523336.png,,good
211,carpet,test,normal,carpet/test/good/Image_20251008154531711.png,,good
212,carpet,test,normal,carpet/test/good/Image_20251008135801882.png,,good
213,carpet,test,normal,carpet/test/good/Image_20251005161547381.png,,good
214,carpet,test,normal,carpet/test/good/Image_20251007154207848.png,,good
215,carpet,test,normal,carpet/test/good/Image_20251008135833338.png,,good
216,carpet,test,normal,carpet/test/good/Image_20251008140226557.png,,good
217,carpet,test,normal,carpet/test/good/Image_20251008154650913.png,,good
218,carpet,test,normal,carpet/test/good/Image_20251005161619629.png,,good
219,carpet,test,normal,carpet/test/good/Image_20251007154600434.png,,good
220,carpet,test,normal,carpet/test/good/Image_20251008135845257.png,,good
221,carpet,test,normal,carpet/test/good/Image_20251004173614474.png,,good
222,carpet,test,normal,carpet/test/good/Image_20251008135647933.png,,good
223,carpet,test,normal,carpet/test/good/Image_20251008140044076.png,,good
224,carpet,test,normal,carpet/test/good/Image_20251008154438227.png,,good
225,carpet,test,normal,carpet/test/good/Image_20251008154539503.png,,good
226,carpet,test,normal,carpet/test/good/Image_20251004174658745.png,,good
227,carpet,test,normal,carpet/test/good/Image_20251005160544156.png,,good
228,carpet,test,normal,carpet/test/good/Image_20251008154603608.png,,good
229,carpet,test,normal,carpet/test/good/Image_20251005160748855.png,,good
230,carpet,test,normal,carpet/test/good/Image_20251008140122445.png,,good
231,carpet,test,normal,carpet/test/good/Image_20251005161129008.png,,good
232,carpet,test,normal,carpet/test/good/Image_20251008154234185.png,,good
233,carpet,test,normal,carpet/test/good/Image_20251004174836932.png,,good
234,carpet,test,normal,carpet/test/good/Image_20251005160533269.png,,good
235,carpet,test,normal,carpet/test/good/Image_20251008140129735.png,,good
236,carpet,test,normal,carpet/test/good/Image_20251005160736093.png,,good
237,carpet,test,normal,carpet/test/good/Image_20251008135727521.png,,good
238,carpet,test,normal,carpet/test/good/Image_20251007154651422.png,,good
239,carpet,test,normal,carpet/test/good/Image_20251008154707422.png,,good
240,carpet,test,normal,carpet/test/good/Image_20251004173736736.png,,good
241,carpet,test,normal,carpet/test/good/Image_20251005160835864.png,,good
242,carpet,test,normal,carpet/test/good/Image_20251004174203078.png,,good
243,carpet,test,normal,carpet/test/good/Image_20251007154415642.png,,good
244,carpet,test,normal,carpet/test/good/Image_20251004174906237.png,,good
245,carpet,test,normal,carpet/test/good/Image_20251008154310297.png,,good
246,carpet,test,normal,carpet/test/good/Image_20251007154716287.png,,good
247,carpet,test,normal,carpet/test/good/Image_20251007153950083.png,,good
248,carpet,test,normal,carpet/test/good/Image_20251005161358951.png,,good
249,carpet,test,normal,carpet/test/good/Image_20251008154715208.png,,good
250,carpet,test,normal,carpet/test/good/Image_20251004174929600.png,,good
251,carpet,test,normal,carpet/test/good/Image_20251005160718644.png,,good
252,carpet,test,normal,carpet/test/good/Image_20251004173749718.png,,good
253,carpet,test,normal,carpet/test/good/Image_20251007153943857.png,,good
254,carpet,test,normal,carpet/test/good/Image_20251008140439847.png,,good
255,carpet,test,normal,carpet/test/good/Image_20251005160728159.png,,good
256,carpet,test,normal,carpet/test/good/Image_20251005160516078.png,,good
257,carpet,test,normal,carpet/test/good/Image_20251007154729880.png,,good
258,carpet,test,normal,carpet/test/good/Image_20251008154421151.png,,good
259,carpet,test,normal,carpet/test/good/Image_20251008154722310.png,,good
260,carpet,test,normal,carpet/test/good/Image_20251005161027851.png,,good
261,carpet,test,normal,carpet/test/good/Image_20251005160406799.png,,good
262,carpet,test,normal,carpet/test/good/Image_20251008135708192.png,,good
263,carpet,test,normal,carpet/test/good/Image_20251004173957549.png,,good
264,carpet,test,normal,carpet/test/good/Image_20251007155020047.png,,good
265,carpet,test,normal,carpet/test/good/Image_20251008140026101.png,,good
266,carpet,test,normal,carpet/test/good/Image_20251004173713608.png,,good
267,carpet,test,normal,carpet/test/good/Image_20251008154620991.png,,good
268,carpet,test,normal,carpet/test/good/Image_20251007154143282.png,,good
269,carpet,test,normal,carpet/test/good/Image_20251005161455393.png,,good
270,carpet,test,normal,carpet/test/good/Image_20251007154737917.png,,good
271,carpet,test,normal,carpet/test/good/Image_20251008140540131.png,,good
272,carpet,test,normal,carpet/test/good/Image_20251008154749390.png,,good
273,carpet,test,normal,carpet/test/good/Image_20251008140302656.png,,good
274,carpet,test,normal,carpet/test/good/Image_20251005161012374.png,,good
275,carpet,test,normal,carpet/test/good/Image_20251008154302672.png,,good
276,carpet,test,normal,carpet/test/good/Image_20251007154406631.png,,good
277,carpet,test,normal,carpet/test/good/Image_20251005161306344.png,,good
278,carpet,test,normal,carpet/test/good/Image_20251005161511147.png,,good
279,carpet,test,normal,carpet/test/good/Image_20251007153937412.png,,good
280,carpet,test,normal,carpet/test/good/Image_20251005161137909.png,,good
281,carpet,test,normal,carpet/test/good/Image_20251008140631278.png,,good
282,carpet,test,normal,carpet/test/good/Image_20251005161227545.png,,good
283,carpet,test,normal,carpet/test/good/Image_20251004174827855.png,,good
284,carpet,test,normal,carpet/test/good/Image_20251008135736182.png,,good
285,carpet,test,normal,carpet/test/good/Image_20251005161055885.png,,good
286,carpet,test,normal,carpet/test/good/Image_20251008154701035.png,,good
287,carpet,test,normal,carpet/test/good/Image_20251008154411433.png,,good
288,carpet,test,normal,carpet/test/good/Image_20251008140430386.png,,good
289,carpet,test,normal,carpet/test/good/Image_20251008154758765.png,,good
290,carpet,test,normal,carpet/test/good/Image_20251008154248059.png,,good
291,carpet,test,normal,carpet/test/good/Image_20251005161530297.png,,good
292,carpet,test,normal,carpet/test/good/Image_20251005161119075.png,,good
293,carpet,test,normal,carpet/test/good/Image_20251007154936348.png,,good
294,carpet,test,normal,carpet/test/good/Image_20251008154317867.png,,good
295,carpet,test,normal,carpet/test/good/Image_20251005161610543.png,,good
296,carpet,test,normal,carpet/test/good/Image_20251004174211577.png,,good
297,carpet,test,normal,carpet/test/good/Image_20251004173625067.png,,good
298,carpet,test,normal,carpet/test/good/Image_20251008135859641.png,,good
299,carpet,test,normal,carpet/test/good/Image_20251008135816815.png,,good
300,carpet,test,normal,carpet/test/good/Image_20251008140419429.png,,good
301,carpet,test,normal,carpet/test/good/Image_20251008140018770.png,,good
302,carpet,test,normal,carpet/test/good/Image_20251007154014819.png,,good
303,carpet,test,normal,carpet/test/good/Image_20251008154358831.png,,good
304,carpet,test,anomaly,carpet/test/big_cut/Image_20251008171004705.png,,big_cut
305,carpet,test,anomaly,carpet/test/big_cut/Image_20251007180740776.png,,big_cut
306,carpet,test,anomaly,carpet/test/big_cut/Image_20251008165927148.png,,big_cut
307,carpet,test,anomaly,carpet/test/big_cut/Image_20251007150744333.png,,big_cut
308,carpet,test,anomaly,carpet/test/big_cut/Image_20251008165821282.png,,big_cut
309,carpet,test,anomaly,carpet/test/big_cut/Image_20251007144500972.png,,big_cut
310,carpet,test,anomaly,carpet/test/big_cut/Image_20251007150644536.png,,big_cut
311,carpet,test,anomaly,carpet/test/big_cut/Image_20251005153856708.png,,big_cut
312,carpet,test,anomaly,carpet/test/big_cut/Image_20251007180420278.png,,big_cut
313,carpet,test,anomaly,carpet/test/big_cut/Image_20251005153452579.png,,big_cut
314,carpet,test,anomaly,carpet/test/big_cut/Image_20251007175839531.png,,big_cut
315,carpet,test,anomaly,carpet/test/big_cut/Image_20251007150919193.png,,big_cut
316,carpet,test,anomaly,carpet/test/big_cut/Image_20251007150024986.png,,big_cut
317,carpet,test,anomaly,carpet/test/big_cut/Image_20251008152557574.png,,big_cut
318,carpet,test,anomaly,carpet/test/big_cut/Image_20251008165642618.png,,big_cut
319,carpet,test,anomaly,carpet/test/big_cut/Image_20251007180624712.png,,big_cut
320,carpet,test,anomaly,carpet/test/big_cut/Image_20251007180545489.png,,big_cut
321,carpet,test,anomaly,carpet/test/big_cut/Image_20251007144444057.png,,big_cut
322,carpet,test,anomaly,carpet/test/big_cut/Image_20251007150201076.png,,big_cut
323,carpet,test,anomaly,carpet/test/big_cut/Image_20251008165731115.png,,big_cut
324,carpet,test,anomaly,carpet/test/big_cut/Image_20251007145557572.png,,big_cut
325,carpet,test,anomaly,carpet/test/big_cut/Image_20251007150212657.png,,big_cut
326,carpet,test,anomaly,carpet/test/big_cut/Image_20251005154744769.png,,big_cut
327,carpet,test,anomaly,carpet/test/big_cut/Image_20251008165532577.png,,big_cut
328,carpet,test,anomaly,carpet/test/big_cut/Image_20251007175938844.png,,big_cut
329,carpet,test,anomaly,carpet/test/big_cut/Image_20251008151614491.png,,big_cut
330,carpet,test,anomaly,carpet/test/big_cut/Image_20251007175458586.png,,big_cut
331,carpet,test,anomaly,carpet/test/big_cut/Image_20251007175732857.png,,big_cut
332,carpet,test,anomaly,carpet/test/big_cut/Image_20251008152644565.png,,big_cut
333,carpet,test,anomaly,carpet/test/big_cut/Image_20251005154450938.png,,big_cut
334,carpet,test,anomaly,carpet/test/big_cut/Image_20251008170757279.png,,big_cut
335,carpet,test,anomaly,carpet/test/big_cut/Image_20251007180807959.png,,big_cut
336,carpet,test,anomaly,carpet/test/big_cut/Image_20251007175335780.png,,big_cut
337,carpet,test,anomaly,carpet/test/big_cut/Image_20251005153914168.png,,big_cut
338,carpet,test,anomaly,carpet/test/big_cut/Image_20251005153835764.png,,big_cut
339,carpet,test,anomaly,carpet/test/big_cut/Image_20251007180821268.png,,big_cut
340,carpet,test,anomaly,carpet/test/big_cut/Image_20251005153654278.png,,big_cut
341,carpet,test,anomaly,carpet/test/big_cut/Image_20251008151802163.png,,big_cut
342,carpet,test,anomaly,carpet/test/big_cut/Image_20251008170322091.png,,big_cut
343,carpet,test,anomaly,carpet/test/big_cut/Image_20251005153736390.png,,big_cut
344,carpet,test,anomaly,carpet/test/big_cut/Image_20251008152236235.png,,big_cut
345,carpet,test,anomaly,carpet/test/big_cut/Image_20251005152444300.png,,big_cut
346,carpet,test,anomaly,carpet/test/big_cut/Image_20251005155306913.png,,big_cut
347,carpet,test,anomaly,carpet/test/big_cut/Image_20251008152211426.png,,big_cut
348,carpet,test,anomaly,carpet/test/big_cut/Image_20251007180903198.png,,big_cut
349,carpet,test,anomaly,carpet/test/big_cut/Image_20251007144519638.png,,big_cut
350,carpet,test,anomaly,carpet/test/big_cut/Image_20251005153808089.png,,big_cut
351,carpet,test,anomaly,carpet/test/big_cut/Image_20251005154005473.png,,big_cut
352,carpet,test,anomaly,carpet/test/big_cut/Image_20251008165620441.png,,big_cut
353,carpet,test,anomaly,carpet/test/big_cut/Image_20251008165712358.png,,big_cut
354,carpet,test,anomaly,carpet/test/big_cut/Image_20251007180213735.png,,big_cut
355,carpet,test,anomaly,carpet/test/big_cut/Image_20251007145315432.png,,big_cut
356,carpet,test,anomaly,carpet/test/big_cut/Image_20251007150314283.png,,big_cut
357,carpet,test,anomaly,carpet/test/big_cut/Image_20251007145303625.png,,big_cut
358,carpet,test,anomaly,carpet/test/big_cut/Image_20251008170024075.png,,big_cut
359,carpet,test,anomaly,carpet/test/big_cut/Image_20251008170843401.png,,big_cut
360,carpet,test,anomaly,carpet/test/big_cut/Image_20251007175512152.png,,big_cut
361,carpet,test,anomaly,carpet/test/big_cut/Image_20251008151601937.png,,big_cut
362,carpet,test,anomaly,carpet/test/big_cut/Image_20251008151937899.png,,big_cut
363,carpet,test,anomaly,carpet/test/big_cut/Image_20251008170034321.png,,big_cut
364,carpet,test,anomaly,carpet/test/big_cut/Image_20251008165937515.png,,big_cut
365,carpet,test,anomaly,carpet/test/big_cut/Image_20251007145150658.png,,big_cut
366,carpet,test,anomaly,carpet/test/big_cut/Image_20251007144533488.png,,big_cut
367,carpet,test,anomaly,carpet/test/big_cut/Image_20251007180034712.png,,big_cut
368,carpet,test,anomaly,carpet/test/big_cut/Image_20251005154507238.png,,big_cut
369,carpet,test,anomaly,carpet/test/big_cut/Image_20251007180605574.png,,big_cut
370,carpet,test,anomaly,carpet/test/big_cut/Image_20251005155428705.png,,big_cut
371,carpet,test,anomaly,carpet/test/big_cut/Image_20251008151856671.png,,big_cut
372,carpet,test,anomaly,carpet/test/big_cut/Image_20251008165540413.png,,big_cut
373,carpet,test,anomaly,carpet/test/big_cut/Image_20251008170819247.png,,big_cut
374,carpet,test,anomaly,carpet/test/big_cut/Image_20251008151420962.png,,big_cut
375,carpet,test,anomaly,carpet/test/big_cut/Image_20251007145220171.png,,big_cut
376,carpet,test,anomaly,carpet/test/big_cut/Image_20251007180103780.png,,big_cut
377,carpet,test,anomaly,carpet/test/big_cut/Image_20251008151240492.png,,big_cut
378,carpet,test,anomaly,carpet/test/big_cut/Image_20251005155420830.png,,big_cut
379,carpet,test,anomaly,carpet/test/big_cut/Image_20251007180340974.png,,big_cut
380,carpet,test,anomaly,carpet/test/big_cut/Image_20251008165837372.png,,big_cut
381,carpet,test,anomaly,carpet/test/big_cut/Image_20251005152638950.png,,big_cut
382,carpet,test,anomaly,carpet/test/big_cut/Image_20251008151530195.png,,big_cut
383,carpet,test,anomaly,carpet/test/big_cut/Image_20251008165846461.png,,big_cut
384,carpet,test,anomaly,carpet/test/big_cut/Image_20251007150832159.png,,big_cut
385,carpet,test,anomaly,carpet/test/big_cut/Image_20251008151401332.png,,big_cut
386,carpet,test,anomaly,carpet/test/big_cut/Image_20251007145659552.png,,big_cut
387,carpet,test,anomaly,carpet/test/big_cut/Image_20251007145526592.png,,big_cut
388,carpet,test,anomaly,carpet/test/big_cut/Image_20251007144809479.png,,big_cut
389,carpet,test,anomaly,carpet/test/big_cut/Image_20251005153821254.png,,big_cut
